season,team,position,depth_chart_position,jersey_number,status,full_name,first_name,last_name,birth_date,height,weight,college,gsis_id,espn_id,sportradar_id,yahoo_id,rotowire_id,pff_id,pfr_id,fantasy_data_id,sleeper_id,years_exp,headshot_url,ngs_position,week,game_type,status_description_abbr,football_name,esb_id,gsis_it_id,smart_id,entry_year,rookie_year,draft_club,draft_number
2007,ATL,QB,,16,ACT,Casey Bramlet,Casey,Bramlet,1981-04-02,76,225,,00-0022829,,,,,,,,,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rcl0uipuwtiir1o1cazq",,2,REG,I02,Casey,BRA451617,,32004252-4145-1617-61c8-e4c292f7026c,2004,2004,CIN,218
2007,MIA,QB,,7,ACT,Casey Bramlet,Casey,Bramlet,1981-04-02,76,225,,00-0022829,,,,,,,,,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rcl0uipuwtiir1o1cazq",,17,REG,I02,Casey,BRA451617,,32004252-4145-1617-61c8-e4c292f7026c,2004,2004,CIN,218
2007,GB,C,,63,ACT,Scott Wells,Scott,Wells,1981-01-07,74,295,,00-0022832,,,,,,,,,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vkftla4zdxbjmm1e0raz",,20,CON,A01,Scott,WEL588327,,32005745-4c58-8327-b121-46a42f78e69a,2004,2004,GB,251
2007,OAK,T,,76,ACT,Robert Gallery,Robert,Gallery,1980-07-26,79,325,,00-0022836,,,,,,,,,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/weypla9c2upv4z4zd8qd",,17,REG,A01,Robert,GAL629138,,32004741-4c62-9138-1bd0-267566ed01bf,2004,2004,OAK,2
2007,CHI,DT,,91,ACT,Tommie Harris,Tommie,Harris,1983-04-29,75,295,,00-0022837,,,,,,,,,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/obj3tyixth1lsieyb2io",,17,REG,A01,Tommie,HAR548445,,32004841-5254-8445-254b-7af938aaaa4c,2004,2004,CHI,14
2007,NYG,G,,76,ACT,Chris Snee,Chris,Snee,1982-01-18,75,317,,00-0022838,,,,,,,,,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/myu0xhcsqfg2oj8mfexx",,21,SB,A01,Chris,SNE230934,,3200534e-4523-0934-a8cd-18c1657c034a,2004,2004,NYG,34
2007,JAX,OLB,,52,ACT,Daryl Smith,Daryl,Smith,1982-03-14,74,245,Georgia Tech,00-0022839,,,,,,,,,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qrl69rdv49j9txol2ncu",,19,DIV,A01,Daryl,SMI164720,28992,3200534d-4916-4720-928d-a54b9692128f,2004,2004,JAX,39
2007,DAL,RB,,21,ACT,Julius Jones,Julius,Jones,1981-08-14,70,208,,00-0022840,5568,,,3814,1764,JoneJu01,,,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/purzd7at8hb8bkvtmw34",,19,DIV,A01,Julius,JON514079,,32004a4f-4e51-4079-53fc-80ed1c5a94e8,2004,2004,DAL,43
2007,OAK,C,,64,RES,Jake Grove,Charles,Grove,1980-01-22,76,300,,00-0022841,,,,,,,,,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ibg9kltv0ognfpvz2axc",,15,REG,I01,Jake,GRO743060,,32004752-4f74-3060-20b6-f40e39fcdbaf,2004,2004,OAK,45
2007,CIN,FS,,40,RES,Madieu Williams,Madieu,Williams,1981-10-18,73,203,,00-0022842,,,,,,,,,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wmfkqv3ztbgcsj2xutqg",,16,REG,I01,Madieu,WIL430429,,32005749-4c43-0429-d24e-51c621e244c8,2004,2004,CIN,56
2007,SF,CB,,36,ACT,Shawntae Spencer,Shawntae,Spencer,1982-02-22,73,179,,00-0022843,,,,,,,,,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lyiorfxlen3zvbfemowg",,17,REG,I01,Shawntae,SPE606681,,32005350-4560-6681-1386-d781ec36150e,2004,2004,SF,58
2007,CLV,SS,,26,ACT,Sean Jones,Sean,Jones,1982-03-02,73,225,,00-0022844,,,,,,,,,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wxqh8viwzcfokvxboohy",,17,REG,A01,Sean,JON716476,,32004a4f-4e71-6476-f294-d2e7beffe8eb,2004,2004,CLV,59
2007,OAK,FS,,30,ACT,Stuart Schweigert,Stuart,Schweigert,1981-06-21,74,210,,00-0022846,,,,,,,,,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ptfiyzaciyredmifsi1m",,17,REG,A01,Stuart,SCH819697,,32005343-4881-9697-5934-acdd92c2a04f,2004,2004,OAK,67
2007,TEN,TE,,88,ACT,Ben Hartsock,Benjamin,Hartsock,1980-07-05,76,265,,00-0022847,,,,,,,,,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mir6rekoh364h3lx8crk",,18,WC,A01,Ben,HAR749797,,32004841-5274-9797-2ce7-1fa6812db910,2004,2004,IND,68
2007,TEN,OLB,,59,ACT,Gilbert Gardner,Gilbert,Gardner,1982-05-09,73,228,,00-0022848,,,,,,,,,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kmlzgrdc1suo11wr1qgw",,18,WC,A01,Gilbert,GAR195430,,32004741-5219-5430-4f48-2af561b9141c,2004,2004,IND,69
2007,DET,CB,,23,ACT,Keith Smith,Keith,Smith,1980-03-20,71,191,,00-0022851,,,,,,,,,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zotczokxr6on1ky7m6dh",,17,REG,A01,Keith,SMI450370,,3200534d-4945-0370-d449-10389cfacddf,2004,2004,DET,73
2007,CIN,OLB,,58,RES,Caleb Miller,Caleb,Miller,1980-09-03,75,225,,00-0022854,,,,,,,,,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/d3f7dloejb5qdp1zkycd",,10,REG,I01,Caleb,MIL154181,,32004d49-4c15-4181-6313-5c08cb07660d,2004,2004,CIN,80
2007,SEA,T,,75,ACT,Sean Locklear,Sean,Locklear,1981-05-29,76,308,,00-0022855,,,,,,,,,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ywo4qh2pve2mp4vw4qei",,19,DIV,A01,Sean,LOC651714,,32004c4f-4365-1714-b59e-a5ed086121f3,2004,2004,SEA,84
2007,JAX,OLB,,58,ACT,Jorge Cordova,Jorge,Cordova,1981-09-25,73,244,,00-0022856,,,,,,,,,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hlrgqerxrm3enmjv4kiz",,12,REG,A01,Jorge,COR242966,,3200434f-5224-2966-b34c-ced4b704a22f,2004,2004,JAX,86
2007,TEN,OLB,,51,ACT,Jorge Cordova,Jorge,Cordova,1981-09-25,73,244,,00-0022856,,,,,,,,,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hlrgqerxrm3enmjv4kiz",,18,WC,I01,Jorge,COR242966,,3200434f-5224-2966-b34c-ced4b704a22f,2004,2004,JAX,86
2007,MIN,DE,,98,RES,Darrion Scott,Darrion,Scott,1981-10-25,75,289,,00-0022858,,,,,,,,,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/moni4q55u5kw6r0gbvqk",,5,REG,A01,Darrion,SCO231041,,32005343-4f23-1041-ce89-5a641fc20074,2004,2004,MIN,88
2007,CIN,OLB,,59,ACT,Landon Johnson,Landon,Johnson,1981-03-13,74,232,,00-0022860,,,,,,,,,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/oblxntorrrmmikbfdpjw",,17,REG,A01,Landon,JOH399476,,32004a4f-4839-9476-40b7-d0a0a47a558c,2004,2004,CIN,96
2007,ARZ,DE,,95,ACT,Bo Schobel,Bo,Schobel,1981-03-24,77,264,,00-0022862,,,,,,,,,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zdkjzh7acsbaeml5auck",,17,REG,A01,Bo,SCH425195,,32005343-4842-5195-2345-7a6f85f62d03,2004,2004,TEN,103
2007,SF,NT,,90,ACT,Isaac Sopoaga,Isaac,Sopoaga,1981-09-04,74,325,,00-0022863,,,,,,,,,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/k8bf6rwdgggwa3t1ppam",,17,REG,A01,Isaac,SOP474619,,3200534f-5047-4619-1a90-47aede6f8d42,2004,2004,SF,104
2007,TB,QB,,12,ACT,Luke McCown,Luke,McCown,1981-07-12,75,212,Louisiana Tech,00-0022864,,,,,,,,,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pj2lbdhplppzlywlzsbr",,18,WC,A01,Luke,MCC600925,29059,32004d43-4360-0925-b4e4-a27cb19160d3,2004,2004,CLV,106
2007,CLV,T,,70,ACT,Nat Dorsey,Nat,Dorsey,1983-09-09,79,335,,00-0022866,,,,,,,,,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qngnsc82f3qhzkprc8vp",,17,REG,A01,Nat,DOR730504,,3200444f-5273-0504-6220-ddb06925d50c,2004,2004,MIN,115
2007,CIN,DE,,91,ACT,Robert Geathers,Robert,Geathers,1983-08-11,75,265,,00-0022867,,,,,,,,,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xx92zdbljqeeuxluc4a6",,17,REG,A01,Robert,GEA429541,,32004745-4142-9541-ea9c-21e444ce2cff,2004,2004,CIN,117
2007,CIN,G,,79,ACT,Stacy Andrews,Stacy,Andrews,1981-06-02,79,342,,00-0022870,,,,,,,,,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gj58lmbwrnc5ayal2r4k",,17,REG,A01,Stacy,AND726755,,3200414e-4472-6755-402d-b4eabc0357ec,2004,2004,CIN,123
2007,JAX,K,,10,ACT,Josh Scobee,Josh,Scobee,1982-06-23,73,192,Louisiana Tech,00-0022874,,,,,,,,,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/a7c7yefpjtfv41lcvhum",,19,DIV,A01,Josh,SCO003459,29090,32005343-4f00-3459-f489-ac3c5a86e311,2004,2004,JAX,137
2007,TEN,G,,60,ACT,Jacob Bell,Jacob,Bell,1981-03-02,76,295,,00-0022875,,,,,,,,,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ifzr7fn2011wj3fjsf74",,18,WC,A01,Jacob,BEL376590,,32004245-4c37-6590-cbe6-d9a879e5abc1,2004,2004,TEN,138
2007,DEN,DT,,63,ACT,Amon Gordon,Amon,Gordon,1981-10-13,74,312,,00-0022878,,,,,,,,,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/niawtttubz9vr6gcglj3",,9,REG,I01,Amon,GOR042515,,3200474f-5204-2515-5d49-e4b565417438,2004,2004,CLV,161
2007,BLT,DT,,76,ACT,Amon Gordon,Amon,Gordon,1981-10-13,74,312,,00-0022878,,,,,,,,,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/niawtttubz9vr6gcglj3",,17,REG,I01,Amon,GOR042515,,3200474f-5204-2515-5d49-e4b565417438,2004,2004,CLV,161
2007,CAR,WR,,18,ACT,Drew Carter,Christopher,Carter,1981-09-05,75,200,,00-0022879,,,,,,,,,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wpyzsurzztzycm2vljkt",,17,REG,A01,Drew,CAR646711,,32004341-5264-6711-f35e-96a2fe59c886,2004,2004,CAR,163
2007,NYJ,OLB,,53,RSN,Cody Spencer,Thomas,Spencer,1981-06-01,74,245,,00-0022881,,,,,,,,,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jrh3ytssmis5urrjv6ce",,4,REG,I01,Cody,SPE448456,,32005350-4544-8456-5baf-2811578c53e7,2004,2004,OAK,182
2007,TB,WR,,11,RES,Mark Jones,Mark,Jones,1980-11-03,69,185,,00-0022882,,,,,,,,,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/osf8yy3zoby6u2d4dofp",,7,REG,A01,Mark,JON589655,,32004a4f-4e58-9655-8d77-c70c0e4d32fe,2004,2004,TB,206
2007,OAK,RB,,38,CUT,Adimchinobi Echemandu,Adimchinobi,Echemandu,1980-11-21,70,225,,00-0022883,,,,,,,,,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/anam3gbuiaqtspyexcxo",,4,REG,A01,Adimchinobi,ECH077866,,32004543-4807-7866-da18-57150c6f4fc0,2004,2004,CLV,208
2007,HST,RB,,33,CUT,Adimchinobi Echemandu,Adimchinobi,Echemandu,1980-11-21,70,225,,00-0022883,,,,,,,,,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/anam3gbuiaqtspyexcxo",,16,REG,A01,Adimchinobi,ECH077866,,32004543-4807-7866-da18-57150c6f4fc0,2004,2004,CLV,208
2007,MIA,OLB,,56,ACT,Derrick Pope,Derrick,Pope,1982-05-04,72,232,,00-0022885,,,,,,,,,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/tdckzpr0f1wc0xn93opm",,17,REG,A01,Derrick,POP230933,,3200504f-5023-0933-d6a7-79fda0be7ba3,2004,2004,MIA,222
2007,TEN,FB,,48,ACT,Casey Cramer,Casey,Cramer,1982-01-05,74,250,,00-0022886,,,,,,,,,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/tdmknlst7bthoqbrq4uj",,18,WC,I01,Casey,CRA389966,,32004352-4138-9966-e09d-7332fe5ba3c3,2004,2004,TB,228
2007,CLV,OLB,,50,CUT,Colby Bockwoldt,Colby,Bockwoldt,1981-04-14,73,237,,00-0022887,,,,,,,,,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/m39q1pgtehpltyxcbm8a",,14,REG,A01,Colby,BOC560472,,3200424f-4356-0472-712d-150de3423e86,2004,2004,NO,240
2007,JAX,DE,,93,ACT,Bobby McCray,Bobby,McCray,1981-08-08,78,262,,00-0022888,,,,,,,,,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/dlmp9dprupmlphjc6dbn",,19,DIV,A01,Bobby,MCC663361,,32004d43-4366-3361-3f63-85ed4b540bab,2004,2004,JAX,249
2007,JAX,WR,,11,ACT,Reggie Williams,Reggie,Williams,1983-05-17,76,212,,00-0022889,,,,,,,,,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/yqykqzzjkce9mje2jxxd",,19,DIV,A01,Reggie,WIL481044,,32005749-4c48-1044-d17e-753aec8bae97,2004,2004,JAX,9
2007,MIA,T,,72,ACT,Vernon Carey,Vernon,Carey,1981-07-31,77,335,,00-0022890,,,,,,,,,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/sayuv26ldlpuajkninlb",,17,REG,A01,Vernon,CAR103808,,32004341-5210-3808-2137-a943e7cbcbff,2004,2004,MIA,19
2007,MIN,DE,,95,ACT,Kenechi Udeze,Kenechi,Udeze,1983-03-05,75,281,,00-0022891,,,,,,,,,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/icbbltdwas3bymnlhrxx",,17,REG,A01,Kenechi,UDE800920,,32005544-4580-0920-222e-fab91945f3a6,2004,2004,MIN,20
2007,DET,RB,,28,ACT,Tatum Bell,Tatum,Bell,1981-03-02,71,213,,00-0022893,,,,,,,,,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/yklpmsbrfxi6ewqjdzzb",,17,REG,I01,Tatum,BEL598152,,32004245-4c59-8152-918b-f27689842e2a,2004,2004,DEN,41
2007,TEN,DE,,91,ACT,Travis LaBoy,Travis,LaBoy,1981-08-20,75,260,,00-0022894,,,,,,,,,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/aummfofqegub28miquar",,18,WC,A01,Travis,LAB705651,,32004c41-4270-5651-3fa2-b7fe02331641,2004,2004,TEN,42
2007,SF,G,,65,RES,Justin Smiley,Justin,Smiley,1981-11-11,75,311,,00-0022895,,,,,,,,,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/s04jeyqrv1jprprgdpne",,9,REG,A01,Justin,SMI010440,,3200534d-4901-0440-ea9c-b71639b1e50f,2004,2004,SF,46
2007,JAX,FB,,33,ACT,Greg Jones,Greg,Jones,1981-05-09,73,254,,00-0022897,,,,,,,,,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ksydsc7chyysjq0p0htj",,19,DIV,A01,Greg,JON348810,,32004a4f-4e34-8810-b366-7500479cec54,2004,2004,JAX,55
2007,JAX,OLB,,58,ACT,Marquis Cooper,Victor,Cooper,1982-03-11,75,213,,00-0022898,,,,,,,,,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lz2np2xuqywfydjmwlmn",,13,REG,A01,Marquis,COO665710,,3200434f-4f66-5710-597f-603568c7cf36,2004,2004,TB,79
2007,PIT,OLB,,55,ACT,Marquis Cooper,Victor,Cooper,1982-03-11,75,213,,00-0022898,,,,,,,,,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lz2np2xuqywfydjmwlmn",,18,WC,A01,Marquis,COO665710,,3200434f-4f66-5710-597f-603568c7cf36,2004,2004,TB,79
2007,TB,FS,,26,ACT,Will Allen,Will,Allen,1982-06-17,73,200,Ohio State,00-0022900,,,,,,,,,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/yhh8zeu0ctc5acmtm00i",,18,WC,A01,Will,ALL653088,29064,3200414c-4c65-3088-f15c-22de483edea9,2004,2004,TB,111
2007,JAX,WR,,19,ACT,Ernest Wilford,Ernest,Wilford,1979-01-14,76,218,,00-0022901,,,,,,,,,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vq47ffxrqyi3t7stkogl",,19,DIV,A01,Ernest,WIL057148,,32005749-4c05-7148-e467-ba56380f320c,2004,2004,JAX,120
2007,ARZ,C,,60,ACT,Nick Leckey,Nick,Leckey,1982-03-12,75,300,,00-0022904,,,,,,,,,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vjzg26rsznmtbnm5khjo",,2,REG,I01,Nick,LEC297966,,32004c45-4329-7966-594d-a955ef9c23a2,2004,2004,ARZ,167
2007,SL,C,,60,ACT,Nick Leckey,Nick,Leckey,1982-03-12,75,300,,00-0022904,,,,,,,,,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vjzg26rsznmtbnm5khjo",,17,REG,I01,Nick,LEC297966,,32004c45-4329-7966-594d-a955ef9c23a2,2004,2004,ARZ,167
2007,MIA,G,,66,ACT,Rex Hadnot,Jonathan,Hadnot,1982-01-28,74,325,,00-0022905,,,,,,,,,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hqyfarjcxgjaifflhssx",,17,REG,A01,Rex,HAD772615,,32004841-4477-2615-2a1a-dc3395e5a48a,2004,2004,MIA,174
2007,GB,DT,,99,ACT,Corey Williams,Corey,Williams,1980-08-17,76,313,,00-0022906,,,,,,,,,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/i1exgc0hfnuynbzfxqdp",,20,CON,A01,Corey,WIL204494,,32005749-4c20-4494-1d76-19d5812581d8,2004,2004,GB,179
2007,CIN,TE,,80,ACT,Nate Lawrie,Nathan,Lawrie,1981-10-07,79,255,,00-0022907,,,,,,,,,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/aozraq2bewvk7pen2v7p",,17,REG,I01,Nate,LAW528499,,32004c41-5752-8499-a64f-41158f9c0cb4,2004,2004,TB,181
2007,DET,WR,,11,RES,Roy Williams,Roy,Williams,1981-12-20,75,211,,00-0022909,,,,,,,,,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/dgin3k0ecicww9uphfww",,15,REG,I01,Roy,WIL511864,,32005749-4c51-1864-ea29-7342a68fd004,2004,2004,DET,7
2007,BUF,WR,,83,ACT,Lee Evans,Lee,Evans,1981-03-11,70,197,,00-0022910,,,,,,,,,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/stwolhzhyn9nyxqblwvl",,17,REG,A01,Lee,EVA454901,,32004556-4145-4901-a4e3-5502107ead0a,2004,2004,BUF,13
2007,NO,DE,,91,ACT,Will Smith,Will,Smith,1981-07-04,75,282,,00-0022911,,,,,,,,,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qgn59u0yrcsbvvvstaab",,17,REG,A01,Will,SMI805040,,3200534d-4980-5040-d4f3-141b7da4b29a,2004,2004,NO,18
2007,BUF,QB,,7,ACT,J.P. Losman,Jonathan,Losman,1981-03-12,74,212,,00-0022912,,,,,,,,,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/emv1dgq9b8wwqiow0xk4",,17,REG,A01,J.P.,LOS588329,,32004c4f-5358-8329-f853-1d447bb8a8b2,2004,2004,BUF,22
2007,CAR,CB,,20,ACT,Chris Gamble,Chris,Gamble,1983-03-11,73,200,,00-0022914,,,,,,,,,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/cfmypi7ngf6d2oatxmih",,17,REG,A01,Chris,GAM225683,,32004741-4d22-5683-c91e-eb8603984cd0,2004,2004,CAR,28
2007,SD,DE,,99,ACT,Igor Olshansky,Igor,Olshansky,1982-05-03,78,309,,00-0022915,,,,,,,,,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/awkjbcyexsfm1bcxyk6r",,20,CON,A01,Igor,OLS331314,,32004f4c-5333-1314-f313-36fe59161384,2004,2004,SD,35
2007,TEN,TE,,84,ACT,Ben Troupe,Benjamin,Troupe,1982-09-01,76,270,,00-0022916,,,,,,,,,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gnriyvlwwoyatyjej7qv",,18,WC,A01,Ben,TRO531860,,32005452-4f53-1860-18f6-64ccb8af7404,2004,2004,TEN,40
2007,MIN,MLB,,54,ACT,Dontarrious Thomas,Dontarrious,Thomas,1980-09-02,74,241,,00-0022917,,,,,,,,,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/bqijd5kq7txeankg0jai",,17,REG,I01,Dontarrious,THO116693,,32005448-4f11-6693-e28e-fd4ddf4e6f0f,2004,2004,MIN,48
2007,TEN,DE,,98,ACT,Antwan Odom,Antwan,Odom,1981-09-24,77,274,,00-0022918,,,,,,,,,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/grffvunooz1agmi4pjaz",,18,WC,A01,Antwan,ODO051141,,32004f44-4f05-1141-65ce-70ba058676b6,2004,2004,TEN,57
2007,ARZ,WR,,11,ACT,Larry Fitzgerald,Larry,Fitzgerald,1983-08-31,75,226,Pittsburgh,00-0022921,5528,b6a61b38-5cfa-46eb-b1c5-b0255d7ebaf5,6762,3730,1724,FitzLa00,5571,223,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/giswjsemt4f7ppwxtqgp",,17,REG,A01,Larry,FIT437493,28955,32004649-5443-7493-c0df-1747b7d5c143,2004,2004,ARZ,3
2007,CLV,TE,,80,ACT,Kellen Winslow,Kellen,Winslow,1983-07-21,76,250,,00-0022922,5531,4b16d0ae-be52-46c8-9f0a-4577f757d3f2,,3739,1727,WinsKe01,,,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pw3hoatll5kkuc9v2gva",,17,REG,A01,Kellen,WIN521880,,32005749-4e52-1880-4513-a7d5892a171b,2004,2004,CLV,6
2007,ATL,CB,,21,ACT,DeAngelo Hall,DeAngelo,Hall,1983-11-19,70,201,Virginia Tech,00-0022923,,,,,,,,,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/yqzm0jpubsxcgkiqtaql",,17,REG,A01,DeAngelo,HAL268837,28960,32004841-4c26-8837-ff33-e63b6b11e040,2004,2004,ATL,8
2007,PIT,QB,,7,ACT,Ben Roethlisberger,Ben,Roethlisberger,1982-03-02,77,241,"Miami, O.",00-0022924,5536,ea357add-1a41-4a8b-8f34-bbfade7f4d98,6770,3764,1732,RoetBe00,3807,138,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vziogpnyp9d0xtpiuqhr",,18,WC,A01,Ben,ROE750381,28963,3200524f-4575-0381-afea-aa103cf4a1e3,2004,2004,PIT,11
2007,ARZ,OLB,,58,ACT,Karlos Dansby,Karlos,Dansby,1981-11-03,76,250,Auburn,00-0022927,,,,,,,,,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lumuwuwq9kdemsw5uefz",,17,REG,A01,Karlos,DAN762622,28986,32004441-4e76-2622-2547-ac966d3ef042,2004,2004,ARZ,33
2007,IND,CB,,35,ACT,Keiwan Ratliff,Keiwan,Ratliff,1981-04-19,71,188,,00-0022928,,,,,,,,,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/dhbb6qgwaccw6xffi1cu",,19,DIV,I01,Keiwan,RAT587031,,32005241-5458-7031-7975-8a1388df8df9,2004,2004,CIN,49
2007,CIN,CB,,25,ACT,Keiwan Ratliff,Keiwan,Ratliff,1981-04-19,71,188,,00-0022928,,,,,,,,,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/dhbb6qgwaccw6xffi1cu",,3,REG,A01,Keiwan,RAT587031,,32005241-5458-7031-7975-8a1388df8df9,2004,2004,CIN,49
2007,TB,CB,,37,ACT,Keiwan Ratliff,Keiwan,Ratliff,1981-04-19,71,188,,00-0022928,,,,,,,,,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/dhbb6qgwaccw6xffi1cu",,12,REG,I01,Keiwan,RAT587031,,32005241-5458-7031-7975-8a1388df8df9,2004,2004,CIN,49
2007,NO,WR,,19,ACT,Devery Henderson,Devery,Henderson,1982-03-26,71,200,,00-0022929,5575,b2210722-ab39-4633-9b52-2738797328ec,,3840,1771,HendDe00,,,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rtheywtlw7yhso1da4bu",,17,REG,A01,Devery,HEN056415,,32004845-4e05-6415-a604-ab10e08f977d,2004,2004,NO,50
2007,ARZ,DT,,90,ACT,Darnell Dockett,Darnell,Dockett,1981-05-27,76,285,,00-0022930,,,,,,,,,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ymkwcdhxl0vvv5b51eaz",,17,REG,A01,Darnell,DOC428041,,3200444f-4342-8041-9483-afb4a804b75b,2004,2004,ARZ,64
2007,TEN,MLB,,52,RES,Ryan Fowler,Ryan,Fowler,1982-05-20,75,250,,00-0022932,,,,,,,,,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/y3lfhraaqfbybtjchuxf",,15,REG,A01,Ryan,FOW551049,,3200464f-5755-1049-e9fa-3aecf86d17a8,2004,2004,,
2007,ARZ,P,,5,CUT,Mike Barr,Mike,Barr,1978-12-08,74,230,,00-0022939,,,,,,,,,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rxv74pvohwkpdn7t8ueg",,12,REG,A01,Mike,BAR554502,,32004241-5255-4502-bdc6-e7323609d5ca,2003,2004,,
2007,SD,QB,,17,ACT,Philip Rivers,Philip,Rivers,1981-12-08,77,228,North Carolina State,00-0022942,5529,e47706c7-e14d-41fb-b13b-83a835a1f3bc,6763,3766,1725,RivePh00,8244,331,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/voakyrtj34sghkwxaxxf",,20,CON,A01,Philip,RIV651634,28956,32005249-5665-1634-a192-77c9c8e6262e,2004,2004,NYG,4
2007,NE,TE,,84,ACT,Benjamin Watson,Benjamin,Watson,1980-12-18,75,255,Georgia,00-0022943,5557,d81844de-54c3-42ee-9850-072dc4131b6f,6791,3872,1753,WatsBe00,11756,663,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/dorymozpdnrllkqlfzpu",,21,SB,A01,Benjamin,WAT311042,28985,32005741-5431-1042-6fe6-3cd4a15a0a0c,2004,2004,NE,32
2007,IND,SS,,21,ACT,Bob Sanders,Bob,Sanders,1981-02-24,68,206,,00-0022944,,,,,,,,,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/yf12amo5vel7ihwkb4zg",,19,DIV,A01,Bob,SAN287153,,32005341-4e28-7153-4262-da06fa6b3642,2004,2004,IND,44
